post_id,thread_id,user_id,created_at,text,is_reply,topic_category,user_id_hashed
post_000197,thread_00065,user_0200,2024-01-02 13:08:39,The UN Security Council discusses territorial disputes in emergency session,True,geopolitics,efa8382f50baae3a
post_000198,thread_00066,user_0237,2024-01-02 13:17:26,New documentary breaks box office records,False,culture,ae082773676c293c
post_000199,thread_00067,user_0109,2024-01-02 13:27:50,EU sanctions target Germany over human rights violations,False,geopolitics,4d2457a867397e12
post_000200,thread_00068,user_0238,2024-01-02 13:37:17,Immigration policy changes spark debate in Poland,False,politics,46f2c35ee1c3e090
post_000201,thread_00069,user_0201,2024-01-02 13:55:45,New documentary breaks box office records,False,culture,cd42e9f21425edfb
post_000202,thread_00070,user_0149,2024-01-02 13:56:37,Tax reform plan targets seniors. Absolutely ridiculous.,False,politics,dcc79c3a62d5f9ff
post_000203,thread_00070,user_0244,2024-01-02 14:11:23,Thread: Tech workers strike at Microsoft over trade agreements,True,tech,59a2ecc03cd6dcf2
post_000204,thread_00070,user_0209,2024-01-02 14:12:55,Israel and Palestine negotiations stall over security guarantees,True,geopolitics,53fe3d89f0ab0a45
post_000205,thread_00071,user_0124,2024-01-02 14:13:02,Finally some good news - Stock market volatility continues amid supply chain disruption,False,economics,ecde47698673143e
post_000206,thread_00071,user_0157,2024-01-02 14:45:55,Banking crisis affects Middle East economy,True,economics,98cc26d3a0f52526
post_000207,thread_00071,user_0244,2024-01-02 15:15:10,Election fraud claims investigated in Texas,True,politics,59a2ecc03cd6dcf2
post_000208,thread_00072,user_0231,2024-01-02 15:21:58,Voting rights legislation stalls in Congress,False,politics,cb0d70b9679da971
post_000209,thread_00072,user_0193,2024-01-02 15:35:59,Newsom announces campaign for governor,True,politics,545936c6a25188b7
post_000210,thread_00073,user_0124,2024-01-02 15:49:09,Nobody is talking about how Housing market cools in Eastern Europe,False,economics,ecde47698673143e
